text;vote1;vote2;vote3;final_vote
I need to go and renew my business license today, get my nails and toes done, and signup for the gym.;7;7;-1;7
i feel like i want to cry so much i'm not ready boys planet will end in a couple hours;6;6;-1;6
alright, finally my day end earlier;0;0;-1;0
Pls don't fuss with me we can go at it all day and ima still stand on it;0;0;-1;0
Actually I didn't know how to watch tonight's live but managed to watch it finally idk Thai languages at all but I could enjoy have a nice stay in my country guys;0;0;-1;0
trying to avoid all clips of yesterday because im already having the worst day and i need to keep it together for few hours;6;6;-1;6
i wanna play the sif2 event but im getting my phone repaired today so i dont wanna risk it;7;7;-1;7
If I have to take cold showers to be successful, I'm going to die broke.;0;0;-1;0
feel tired... perhaps a quick snozel is on the cards...;4;4;-1;4
Dad's a little better and home from the hospital, I'm on the balcony in the sun, tomorrow I will go to New York after all for a - albeit delayed and shortened - mini break. Life's looks brighter today;8;8;-1;8
- I will be outside this Friday no matter what. And I think I'll love it;9;9;-1;9
drink i got is mid and they didn't give me a knife for my bagel (there was none anywhere else) (i didn't notice until i left);0;0;-1;0
Yesterday, during the exam, I was looking at the samples to choose which one I wanted to work with. A teacher idk came and whispered to me "they're all equally pretty" ;0;0;-1;0
I've officially reached knee pain when its cold outside;0;0;-1;0
dropped my phone in the sink.........................i hope she will b ok i dont happen to have any rice;0;0;-1;0
i just finished eating then and my stomach was hurting.. i clicked the bp notification expecting smth unimportant but look where we are now...;0;0;-1;0
The first song I listened to today was ritual. It's like I'm not even trying to be happy.;0;0;-1;0
Another day has passed where I haven't seen JoJo as Satine Pour one out for me;0;0;-1;0
"Ultimately, I want to be able to text, ""come kiss me: unironically. I don't want to be asking for too much.";0;0;-1;0
I do my one hour of OT and be ready to go for the day.;5;5;-1;5
Get to work with my cinnamon powdered donuts for my aunt to immediately when I get here give me white powdered donuts, gonna be a gooooood day;7;7;-1;7
Ok.... Let me put my flamethrower away and have a great day;7;7;-1;7
No problems against Southampton on Friday. Don't even mind if they ruffle some hair and smile at the kiddies. Should be easy enough.;9;9;-1;9
i need an energy drink too but i don't feel like going to get that omfg today about to drain me.;7;7;-1;7
working from a different office today and yet they're still able to find menot that i was hiding or anything;7;7;-1;7
AIGHT, I'll see y'all in half an hour. We got work to do.;4;4;-1;4
I have 3 meetings tomorrow and I'm over it already;8;8;-1;8
Let me get in here so I can get this day on a roll. I need some caffeine;4;4;-1;4
Nothing makes me more anxious than when my boss says "see me in my office" I start thinking about everything bad I might have done;0;0;-1;0
Watching Hobi's enlistment video already has me crying. Reading the translations from army and I'm bawling my eyes out;4;4;-1;4
So begins yet another 4 hours of the working day without electricity. Having never before in my life wished anyone dead I'm saddened to realise that I now have a lengthy wish list..;6;6;-1;6
i have posted nothing but "me when" posts all morning;0;0;-1;0
Don't don't work until Thursday so yal will be hearing from me...;9;9;-1;9
I'm eating what's left from the Egusi I made for my customer yesterday and I just had to tell myself soye you dey try abeg this soup is sweeeeet!;3;3;-1;3
kicks my legs fasting till Friday then gonn liquid diet as long as I can;9;9;-1;9
Thank goodness I'm not a day trader. People getting destroyed out there today. Don't need that stress in my life. Stay safe.;7;6;7;7
While I perhaps am fasting ;7;8;7;7
You'll hear me talk about this focaccia all night. The smell... hmmmmm Olive oiled garlicky rosemary;7;0;0;0
Well, it's Monday morning. The happiness I felt over the weekend is gone.;5;7;5;5
My patience is to thin these days.;0;8;0;0
Trying to stay awake until the Market opens to make some moves but it's late in this time zone;7;6;6;6
Corridors tumbados have been hot for a minute already. I'm just glad that my people are making a statement out here baby;4;5;4;4
calvin klein is annoying me so im blocking them and jay park;3;1;1;1
They are unfortunately situated at noon deserted a word we have to describe her.;0;6;0;0
Now what could my dad possibly want me to come over his house for at 8 am;6;7;6;6
Idk what's going on with me but I just wanna cry;3;0;3;3
It is possible for me to get my septum pierced on saturday Do i do it i've two nose piercings already;9;8;9;9
They told me to socialise/go on a date after work. Balik kerja mengantuk dah at this hour.;7;0;7;7
I went to text a mfer this morning .. stopped right in my tracks don't even feel like talking .. just a lil bored , let me watch my shows;6;5;5;5
Better hide out for the weekend or they'll do us in, they'll do us all. Don't make a sound.;9;8;9;9
Glad my girl could squeeze me in ti fry my hair done Saturday.. then nail shop;9;8;9;9
The flowers have found me and I can't stop.;3;7;3;3
i'm so busy in school these days.. i'm missing out a lot of contents;0;9;11;-1
Let me roll up my morning jernt;4;3;3;3
not me breaking down after feeling happy for a short time;0;7;4;-1
i dont wanna watch the vid....;0;4;0;0
Will not be reading trimax till after wish today because I got to volume 10 last night and IT'S GONNA HORT;0;7;7;7
Current mood: I will make mistakes tomorrow and won't care;7;8;8;8
Spa day definitely needed today I'm drained I'm fried dyed and laid to the Side;0;7;0;0
I'm starting to get excited about louis therouxing a conference this weekend. now I've secured Nice Trousers I have no fear.;8;9;9;9
hiring Mercury drug so I might try going tomorrow or the next day;7;8;8;8
accidentally ordered two coffees this morning and now after finishing the one i got i wish i wouldn't have canceled the other one;3;0;0;0
I'm taking a break before my tears start typing for me;2;3;3;3
Dm if u want to rp I am bored;3;7;3;3
now shower, eat & clock into my other job as an influencer until I fall asleep ;5;6;5;5
i'm thinking 600 cal limit for when i break my fast today hmm;4;7;4;4
It's Tuesday, but I wish it was Thursday!;7;8;7;7
scrolling on twitter when i should in fact be getting ready for work;4;3;4;4
Heading to work with this hangover;4;7;4;4
me watching clips people post on twt about the jpn con i wanna be there too;4;8;4;4
i will force myself to watch jojos pt 1 i need to get through it for jolyne and the pink haired girl;0;5;5;5
now ghat im here i wish i had skipped;2;6;6;6
should i vote when it starts then take four benadryl and go to bed;7;4;4;4
will dm you all later when i arrive home !! THANKYOUUUU!!!;7;5;5;5
getting 3 wisdom teeth pulled keep me in ur thoughts;6;5;5;5
Today is go to target hook up to the Bluetooth and sing R&B;6;7;6;6
I'm now at home!! Goodevening to everyone, eat dinner soon if u havent! I hope you all had a wonderful day &lt 33;5;0;0;0
Guess I'm gonna delete more files from my laptop today and test Glaze again;6;7;6;6
i need garnacho or rashford for thursday im begging;8;9;8;8
Can I please aggressively make out with someone;5;6;5;5
Setting up a meeting at 3pm I have set my self up bro;7;6;6;6
need me a giant lilo, 5 of my closest friends, and hot vegan pizza delivered to a quiet patch of beach on a sunny day still warm at sunset;0;11;0;0
cried during my driving lesson today so girlboss slay of me;0;7;0;0
whatever happened yesterday was very entertaining but twt i have the ship muted for a reason stop making it show up on my tl;0;7;0;0
HI CRIZTEL KOOO, IM BUSY BUT WILL DEFINITELY MAKE BAWI. I LOVE YOU SO MUCH;0;7;0;0
I need to put the twitter app back on my phone .;3;0;3;3
i wana try crumbl cookies so bad;4;0;4;4
A guy give me a jockey back on carnival Monday and I still think about him. He realized my feet were hurting and offered me a jockey back, what a king! I hope he's having a great day ;0;7;0;0
The tacos I had last night are beating me up, remind me not to eat that late again ;6;7;6;6
waiting my library hold to come in;4;8;8;8
I am in a good mood even though I'm up early;0;7;4;-1
D-DAY is this friday, we are getting the haegeum teaser in less than 15 minutes. it still doesn't feel real i couldnt be more excited ;3;9;9;9
I went home early alone so that mean i can skip dinner heheh;6;0;0;0
My Keurig done went out this morning & I can just cry;5;0;0;0
i took my hair out last week, thinking i booked my appt for last thursday but it's for this thursday;9;8;8;8
listening to white roses in the bus omw home while the sun is shining &gt ;3;4;4;4
let me play the tales of food and forget this ever happened;5;6;5;5
Didn't realize being Anti "Baseball Balk Police" is a fight I'd be fighting this morning but here we are.;0;6;5;-1
because my stomach feels funny too AND I DON'T LIKE IT /;0;4;4;4
Man, I don't want to exercise this morning......;6;5;5;5
Yall simping on some farjaad guy like literally i have my eye specialist number saved on my phone its here for u yall need it;0;11;0;0
FUCKKKK i'm still on vacay and my hotel wifi can't load perfume IM MISSING OUTTTTTT;0;9;9;9
Drinking an energy drink instead of coffee this morning may not have been my best idea.;5;0;5;5
will log out for a while here, super stressful ng teuland these days;0;4;6;-1
It's hella sirens and alarms going off over here right now.;3;0;3;3
Can't wait to be on the beach .;8;5;8;8
listening 2 boygenius on the way to work to get whiplash from my happiness &lt 3;3;4;3;3
I'm only realizing now gore I haven't brushed my teeth today, le go tlhapa donthie;4;7;0;-1
Welcome to today's episode of let's Google our symptoms and panic;3;7;3;3
No I'm not wearing a dress.;0;7;0;0
Hah! Time to get all the groceries I need! An early morning to beat the crowd!;5;4;5;5
Fearnot! Thank you for cheering for us today There's really not much time left.. Take care of your health and let's cheer up for this promotion! Please look forward to it~;4;0;0;0
my do a poem stream today i dont know;7;6;6;6
Praying, hoping and begging Eid isn't on Friday!! I need a day I legit have gotten nothing done;9;8;8;8
I need a few shots this morning;5;4;5;5
Oh is that the sun trying to break through;0;3;3;3
Dk Why They Scheduled My Dentist Appt This Early I'm Tired;0;7;5;-1
Let me stop playing and get this wrap;4;2;2;2
I'm so scared of how many emails I'll have when I open my inbox in a few minutes. I'll be so happy if it's under 150;2;5;2;2
Yeah I don't want no breakfast bout to make me some loaded fries;4;0;4;4
need my nails & toes done bad bad . gotta get that done today;7;5;7;7
I want to stay in bed instead of work this morning;5;6;5;5
mentally preparing myself for when they drop the sopechwita trailer;0;9;9;9
Yeah I'm gone order me some skims today just to see I'm not gone wear it while I'm pregnant though.;7;11;11;11
Tryna find motivation to go clock in rn.;0;2;2;2
frothing at the mouth trying to stop myself from drawing kinglector;0;5;0;0
Ugh I was suppose to get my big tattoo today but my artist isn't ready/needs to reschedule I kinda still want a tattoo tho but might just go to the beach instead;7;9;9;9
Take a minute or two today and reflect on everything you're grateful for.;2;7;0;-1
Made a cup of tea, now to fry some eggs while I wait for it to cool down ;4;3;3;3
I AM NOT GONNA WATCH THE VIDEO I CANT I NEED EMOTIONAL SUPPORT BEFORE I DO;0;5;5;5
My house smells like coffee and all is right in the world.;0;5;5;5
oomf keeps moaning in the study space I'm so uncomfortable (turned on);0;4;4;4
I'm still waiting for the bangtan bomb;0;9;9;9
i feel sooo full after meet galodon;0;7;4;-1
it's okay guys i'm up now!;0;1;0;0
Ghost Getting Detailed This Week So She Can Sit For Today!;7;9;9;9
I'm already crying of laughter;0;2;2;2
I ordered a couple of packages and they never arrived. I'm starting to worry.;0;8;8;8
I might be late today, I wanna wash my car;5;7;5;5
Back to school = 15 minute naps in my arms after, is back!! ;0;11;11;11
It's 10pm and I'm crying over KilluGon tiktoks;3;0;3;3
what if i just sleep instead of finishing my part in this paper;0;7;7;7
there's a chance i'll be live tonight. there's also a change i'll stream animal crossing and restart my day 2 island;0;7;7;7
babyface ray in the am so i start my day off right;3;4;3;3
About to start turning my phone off while working and before going to sleep;5;7;11;-1
about to go ask people their fav horangdan accs so they reply with me;4;6;4;4
I want to go out and do things, but my heart is pounding, and all I want to do is lie in bed;4;7;4;4
I need another nap and I might be straight;7;5;5;5
Studying up on how the "trained folk" run these marathons today. Seems like they just have to tap into their grit reserves later than I will need to. Good thing I got myself a tank full.;0;6;0;0
i need to pack my stuff but i don't have energy;3;6;6;6
Someone's just handed me a ferrero roche that looks like it's been opened and rewrapped. I am NOT eating that;3;1;1;1
after touching everything in my bag to find the hand sanitizer, i finally found the hand sanitizer i was gonna use before i touched anything in my bag;0;1;0;0
someone bring me a smoothie;3;4;3;3
Hiii, Im Wonest's gf he left his phone unlocked and I decided to go thru it lol. Andddd I found his Twitter ;3;5;3;3
The return of the real Kidd this Sunday is encouraging me to hang on as long as I can, though Calvinites have done dranked up most of our water- ponds, puddles, and porto-potties.;0;8;0;0
waiting for my local seller to post about aespa so i can pre-order already;7;0;7;7
Bruh I'm at work a whole hour early smh ain't no way I was that sleepy I didn't read the time right;0;7;5;-1
I pray you are folded into a pretzel of Aunt Annie's approval today;7;0;0;0
I shouldn't be happy it's delayed but that's cool ah, wet dress it is :O;0;6;0;0
Debating if I should dress like Adam Sandler to see Adam Sandler tonight;7;6;6;6
had cake for brekkie it was really good now i shall kms;5;0;0;0
I need to get gas but I'm thinking I'll wait till it's 30 degrees warmer this afternoon before I attempt that.;6;7;6;6
im in dublin and genuinely am so lost as to what to do like where's chuckie leclerc i asked him to meet up w me;0;7;0;0
wow today is already such a horrible day. send good vibes, prayers, or literally anything at this point cause ya girl desperately needs it. gonna hibernate this one off for a bit ;0;7;7;7
Im going to study THEN open the albums...like a reward;6;7;6;6
thank you all for the well wishes, I'm feeling better and I'm going to try to squeeze in a stream before I go away for the weekend. you're all so wonderful and I appreciate it so much!;0;9;9;9
I'm about to sleep so good it's storming and I got chick fil a breakfast;4;7;4;4
I just ordered an artist pen so I can start working on the psd file;0;8;8;8
I'm taking today as my rest day from the gym but I'm itching to just still go I do need a break tho;0;7;7;7
Idk how ur supposed to press flowers but I just shoved one into my cowboy book and put it back on the shelf sounds right to me!;0;10;10;10
I did it I can cry right now I slept through the night.;0;1;0;0
Prolly gon hit up IPIC fill my drink and movie quota.;7;0;7;7
a fresh gel set and a pack of prerolls are the only things on my mind today;7;0;7;7
If you come to Wild Terra Thursday for my lil event I will be very happy, thank u;9;8;8;8
Nothing in the work queues this morning, so I'm relaxing on the couch;0;7;4;-1
I'm telling my mama about us drinking svedka & she talking about oh nooo that's gasoline;0;1;0;0
I'm actually on the perfect schedule for today so far.;0;7;7;7
I've been so out of it with FGO that I almost forgot Tiamat dropped today And she loops Jfc;0;7;0;0
I can't believe I agreed to work this morning. I need rest.;0;7;5;-1
Erykah Badu is on my bucket list and presale started today but idk how I feel about a concert at the garden hmmm;0;10;10;10
jakapan one more post from you today and i'm admitting myself into the psych ward;7;0;0;0
i be on here chatting all day. idk i have 5 friends;7;0;7;7
I'm tired of being on go. I'm glad there is no game! I only have a baby shower to attend and that's it!;6;7;6;6
can 12am kst HURRY i want that chaeyeon teaser.;6;3;6;6
it's 8am and i want some fried chicken;4;5;4;4
I'm still answering bday messages from days ago lol;7;6;6;6
A few seconds on Twitter making me wanna log out for the morning;5;6;5;5
It's traveling day for me :/ I'm so sleepy ahhh;5;7;5;5
fighting the urge to wake him up with a question right now;4;6;4;4
i have my first ever counselling session today (online) and i'm absolutely sweating buckets;7;6;6;6
Chipo nyama for dinner, who says no ;7;6;6;6
I AM SO TIRED BUT I STILL HAVE SO MUCH TO DO;6;7;6;6
kat: I need to start packing my bag also kat: *proceeds to scroll on twitter*;0;3;3;3
i didnt study so i am not sad or anything that I fail. at least i get to sleep and be happy;7;0;0;0
My pops died this morning and I feel absolutely zero emotion I hope my kid never feels that way about me;0;11;0;0
im glad i changed my number. email me so i know it's real.;1;0;0;0
i have been at work twenty minutes and i am already so annoyed at emails. why! can't! people! read!;7;0;5;-1
Im ready for yall's eid snaps;4;6;4;4
I haven't changed my number in a minute so this new one was definitely needed it !;0;1;0;0
since everyone wanna start painting pictures on me. watch this;4;11;0;-1
guess who's going to do another fansly stream Tuesday 12am EST it me! gonna be a comfy laying down stream so i can enjoy you playing with my edge~;8;9;8;8
Having some serious life is pointless, why do we even bother feelings today. They are kind of leaking over from last night and it has been making it very difficult to want to do anything at all.;0;7;7;7
me n my friends agreed to wait for eachother inside the cafe but im the first one here and i dont wanna go in;4;5;4;4
here we go again studytwt;0;6;0;0
I'm singing songs about the future, wondering wheeeere you are;11;4;11;11
I really have to hype myself up to do even the smallest things these days;0;9;0;0
Last night when i ate pasta i was chewing it for too long and realized that it wasnt even that good. i spit it out and now i might start doing that to satisfy my cravings...;3;10;10;10
kk im gonna log off for the night and read more of a fanfic :^);5;6;5;5
gotta go home now, my grandma has officially passed on. so sorry again for the further inactivity ;5;7;10;-1
I'm going to try a new ttrpg with my friends on Monday I'm so excitedddd;8;9;9;9
I love having morning talks with TT let's plan goals n get em down;5;4;4;4
Less than half hour and I'm done for the day. Will always be grateful to Nasa for teaching me Flush even if we don't talk anymore;4;7;4;4
Good morning! May your day be filled with love, lots of coffee and sarcasm ;0;7;0;0
Ndee you guys are busy ehy;0;6;0;0
Woke up tired asf about to not go to school then I remembered Curry is down 0-2 and that's what keeps me going;4;7;4;4
Ion know whats been chewing on me.... But I know I'm ate up;0;7;0;0
i hope wheein is enjoying her day;0;7;0;0
cute girl asked for my number at work a couple days ago but never texted me so now i'm just hyper fixating on if she died or i gave the wrong number;0;8;8;8
logging off for a bit cos i feel awful about myself have a good day loves;0;7;7;7
Yo. Good morning, beautiful people! Reminders: - Hydrate. - Stretch. - Sunlight. - Food. Go get it I'm rooting for you ;0;6;0;0
The baby is eating bread. Me: GetThatBread;3;0;0;0
I can't stop watching slime videos on tiktok;4;0;4;4
On Wednesday..... we fast Prayer and water;9;0;9;9
HOW AM I SUPPOSED TO GO GYM IF I FORGOT MY AIRPODS AKDJSJDJJSJS;0;5;5;5
We're going on a date on Saturday tho;9;8;9;9
back to work today I enjoyed my little staycation though;0;7;0;0
My doctor just said she almost forgot how great of a smile I had because it's been hid behind the mask for 3yrs. Today just might be alright.;7;0;0;0
I want to go and see Tamia but I don't have anyone to go with;0;6;9;-1
i be needing a break even if it's for 17 hours;7;0;7;7
I Just Might Get A Keurig;5;8;8;8
I am waiting SOOOO impatiently to hear if I got into this barn hunt trial;0;8;8;8
i wish i can go back in time just to sleep longer;0;4;4;4
when Wednesday evening comes and i still don't see that we're coming back to Manila, I'll probably have to sell my mvp tix. ;8;9;8;8
I'm about to call in lmaoooo;2;3;2;2
finished all my on hand Lorca/Kleist/Bowles texts between last night and this morning...now I feel the void;0;6;0;0
I be in my head allll day long, I need to start journaling ;7;0;0;0
And now I'm getting on the metro train for the first time since the incident on Saturday. For reasons, I'll be sitting all the way in the back car.;4;5;4;4
This early & I already wanna cry for the day;0;7;4;-1
Okay I could do my taxes but I spent yesterday starting a new minecraft world and I really do need to get back to working on that;6;10;6;6
Starting my day and sending love and solidarity to you all;3;0;3;3
I just woke up like yay! Made it to Thursday! So close to the weekend! It's Wednesday lol;8;9;0;-1
Am I ready. I am looking for a new day yob.;7;11;11;11
Y'all gotta stop feed into everything social media, the news, and politicians say. At the end of the day they lie too and have an agenda that isn't predicated on your success.;0;11;0;0
i am doing way too much this morning before hitting the road;4;5;5;5
I just realised that I haven't removed vlive from my phone yet;0;2;0;0
Wondering how much Spanish I can learn in two days going to Puerto Rico soon and I'm nervous about this aspect idky;8;10;10;10
WHY AM I SO ITCHY. IVE SHOWERED THREE TIMES TO GET IT TO STOP BUT NOTHING IS HELPING;0;6;6;6
few kids across the building are screaming saavdhaan vishraam at the top of their lungs and i really want to do sumn chaotic;0;5;0;0
I be up early asf for my nail appointments;6;7;6;6
My son has cried his eyes out for five straight minutes this morning because his banana broke in half, and he doesn't want to eat it if he can't put it back together. Send help.;0;3;3;3
I just want it to be friday so i can be a baby and forget about the week for a few hours;6;9;9;9
It's literally like 20 degrees in the office rn... I'm not even taking my coat off;0;7;5;-1
Wasn't expecting to be asked to stay long enough to get a mandatory lunch. I wish I had brought my sketchbook.;5;4;5;5
Two more hours and I can go home and have people having a go at me there too;5;6;6;6
I start my workouts this weekend. Kinda excited and nervous at the same time lol;9;8;9;9
In need of a full self care day hair, nails, massage all that ;7;0;0;0
it's so hard having an ed and working around food all day;7;0;0;0
I'm a good mood....as always;0;7;0;0
can't wait to get back and properly look at the merch I got;6;5;5;5
I can escape early if I manage do do everything on the weekend...maybe I can do it...it would be such a relieve bc I'm scared of not making it before the deadline;8;9;9;9
I hate myself Why did i start studying so late;0;7;8;-1
The day was just asking for a cold passion soda;4;0;0;0
Let's connect with each other, I'll go first Hi, I'm Mookie ;2;3;2;2
real talk what's stopping me from going to disneyland tomorrow;8;7;8;8
I'm going to watch Schitts Creek later and bake something.;6;7;6;6
i want to hear meursault's singing voice!!!;0;3;0;0
I should be leaving for work but I haven't even gotten out of bed yet;0;4;4;4
Now playing A Song In My Heart by Blake & Jenna Bolerjack;3;2;2;2
im open for NEW friends!!! i be so bored !;0;11;11;11
lol i be in the rr w my bestie and she be changing shirts, and she tells me to look away i don't ;0;1;0;0
I MADE A MISTAKE IN DRINKING COFFEE FAST. I HAVE A 12 PAGE QUIZ TOMORROW AND IM SO HYPER THAT I CANT GEEL FOCUSED;8;7;8;8
i just want a cancel plans and just lay here and watch pearl;5;7;5;5
aint no way im finna keep sitting at home crying.;0;7;0;0
Ok I really need to watch the Mario movie, I'm starting to get spoiler-y gif in my timeline ;6;10;10;10
My yorkie is soooo preshhh she's so snuggly this morning and I love it I could cuddle her 4evaaa;0;11;0;0
Lose an hour in the morning, and you will spend all day looking for it.;7;0;0;0
thinking if i should buy the messenger bag ......;3;9;3;3
good. sorry im like dressing up;0;4;0;0
doing my makeup to see my friend and go shopping;5;6;5;5
I think I'm gonna start binging Dragon Ball Z...;7;10;10;10
I guess I can get out the car;0;1;1;1
I need a mood booster, ice cream!;3;4;3;3
I'm hungry and I don't have my wallet;0;5;5;5
Mu office muno the story of the day is them asking themselves how much they have mu Napsa. Must be nice.;0;7;0;0
It's snowing and I'm not okay with it;0;7;7;7
bruh no way i'm still a lil bit fried from last night;0;7;6;-1
Easily one from the other when all get mixed o'er the pasture, Of heaven at work to cleanse outright, Above a yet vaporous day.;7;0;0;0
Trying to figure out the best makeup base formula that'll last all day for the wedding day, yesterday worked out pretty good;4;7;4;4
Finna dedicate a day to pampering the boys and myself. The energy been off lately & they deserve it.;7;0;7;7
nothing i love more than watching all the videos we made after the fact i really be smiling at my phone and laughing they allllwaysss make me sooo happy;4;0;4;4
I'm 22 minutes late for my exam;6;5;5;5
Already late, tried to treat myself to breakfast they only taking cash ;4;0;4;4
I want some Jtown breakfast and mimosas;4;5;4;4
doing this or that good polls at 5 IN THE MORNING bc im hungry even though I ATE DINNER LAST NIGHT RAAAAHHHH;4;0;4;4
I'm watching First Take today strictly because JJ is on to son Christopher Russo yet again. Can't wait;7;4;7;7
Hank Sr and coffee on the porch this morning. I reckon I'll take it.;5;4;4;4
school wifi jus love taking 2 hours to load da tiktok comments i dont even wanna get my second laugh in no more;5;0;0;0
im turning off my phone i cant do thisim sorry;2;0;2;2
something about going late to work and taking your time that feels great;5;0;5;5
Just recorded show. Pretty sure we covered all the topics raised in your Qs but I will have a look later to see if any were missed. Wednesday's racing taking priority this aft.;9;8;8;8
Sorry y'all but I am not in tune today I'm tapped out of the matrix for a lil minute Get wit chall later or something;7;5;5;5
I feel the morning all the bright side I needed to fly by the birthday party.;5;0;5;5
I keep looking at my assignment and putting it down... watch me try to do whole thing the night before submission;0;9;9;9
i need to walk in the morning to drop my kid school;5;7;5;5
gonna run some errands after the doctor.;5;6;6;6
Y'all don't know how good of a feeling it is to finally be off work and in bed;3;7;3;3
The ancient rivals bark apart. I take the day as it behaves, Struck showers from embers at those bodeful notes.;3;0;0;0
if your man got you on here complaining I think it's best if we go find you another boo ! dm me I gotchu;4;0;0;0
Drains out today and one more oxycodone for the road;4;0;4;4
I'm ready to go back to sleep I need this appointment to be over with already.;4;5;5;5
i'm gonna eat glass bring hobi back;3;0;0;0
I wanna sleep so bad but i cannot miss this appt;6;5;6;6
today im getting a very evil package in the mail... i have a plan on how to intercept the package but i need to be stealthy n swift;6;7;6;6
i be up early ready for work;7;0;4;-1
I work hard af like the first 4 hours of work then it's time to light a J and coast rest of day lol;6;7;6;6
JOON CRIED . HOW AM I SUPPOSED TO FUNCTION AFTER THIS NO I HAVENT EVEN SEE THE VIDEO . And im bawling my eyes out already;0;7;0;0
Just got to work and I need a break;0;5;5;5
Hungry, but this headache turns it the other way......;0;6;6;6
ready for my morning nap tho;5;4;4;4
where can i watch that frank ocean thingy;0;3;0;0
After cosplaying as unemployed for 2 days I really wish I was still in bed rn;0;1;0;0
I was eating food and trying to find BTS mukbang and suddenly that notification popped up;2;0;0;0
Itching to get back home so i can watch this LIB reunion;6;7;6;6
Throwing love into the universe for that yoga instructor at the floral conservatory this weekend. thanks again for the yoga mat, it really did reset the tone for my day. Much love!;9;7;0;-1
I be bumping all throwbacks in the morning;5;6;0;-1
I love how I told myself I was gonna pull an all-nighter because I have sm homework I went to sleep at 11pm.... it is now 8am;0;1;0;0
soooo drained today and made the right choice na manood muna ng gose before focusing sa school works;0;7;0;0
Long night at work, be live in a bit. More time hat shenanigans. Gonna link when I'm live.;5;3;5;5
Today hasn't been written. Grab a pencil and make it a great story;0;7;0;0
i need to start watching cartoons;0;11;0;0
feel like getting cute today and go out for drinks and food.;7;6;6;6
i really need a massage (no tactics).;0;5;0;0
Time to crochet some strawberry bag charms me thinks;5;4;5;5
I can't wait for when I get a car, drive around and scream taylor swift songs at the top of my lungs.;0;11;11;11
This bus must running late cause i know my baby ain't missed it;0;4;4;4
I've felt so content waking up in my own place, making myself coffee, walking the boy around town before work. It just feels so nice aaaa;4;0;0;0
I'm about to bonk Twitter. Notifications are still broken.;3;4;4;4
stop i missed like a couple hours and my tlist is full of OHM;0;7;0;0
Ordered My Groceries, But I'm Hungry Right Now .;4;5;5;5
I would've just now been getting up off of the girl at rocky mount.... Just now.;3;0;0;0
i have a thought and it's not a good one;3;0;0;0
Let me go practice self care before I end my work day.;6;4;4;4
Me n my sister are cooking and I think she forgot to wash the chicken but she won't admit it cuz everything was completely dry and I feel like i would've seen her wash it;5;4;4;4
im gonna cry i wanna listen to music but idk what im in the mood for and nothing FITS ive gone through like 4 genres;4;5;4;4
You keep saying such disturbing things. Really, look up. The sunset is beautiful right now It is as red as blood. It makes me hungry, let's hurry home and make something to eat ;6;5;5;5
how about we just go back to posting rose pics and vids and stop talking;3;7;0;-1
i lowkey want to change my phone to samsung fold;0;11;11;11
Driving to work with no AC on. Only got enough gas in the tank to make it to work and back home. I'm even driving without my seatbelt clicked trying every way possible to save gas.;5;7;7;7
My lips be so big in the morning I love it lol I wish they stayed this way all day;7;0;0;0
couldn't sleep, so i ended up making a playlist. i'm beat.;0;5;0;0
Left phone at home while I went to the store for coffee. Possible gangrape in progress.;0;4;0;0
i come back to school and bptt is still in shambles im just gonna watch djj mv and go to bed i have no energy for this;6;7;6;6
I'll be writing while you'll be righting;5;0;0;0
Livin a hour away but wantin to go see a mfer be inna way;0;5;0;0
Mooorning my beasties! Hope today treats you well! Remember to take your medicine and drink some water!;0;7;5;-1
Took the fiance to stay the night at the local resort just because. A little staycation, Naveya was at her grandmas.;0;7;0;0
My alarm having the audacity to go off before I get a chance to sleep;0;1;0;0
I'm not okay, but I smile any way;0;7;0;0
watching blackpink's carpool karaoke first bc i won't have to read subtitles while getting ready;3;5;3;3
I miss Geminifourth someone bring them back to meeee;0;11;0;0
decided to have a spa day for my birthday & i think i found the place.. the real question is, do i book a room or sleep in the comfort of my own bed;7;0;9;-1
Thankfully we have the schedule excuse to bring for today's Krej loss;7;0;0;0
Today the whole world came crashing down on me. So I grabbed a couple of drawing pins and put the map back up on the wall.;7;0;0;0
i came 20mins early to work and i spend that whole time reading people thoughts on ghost;0;7;0;0
The thought of going to work &lt &lt &lt ;0;7;0;0
/ hi pookies sorry for lack of replies, they will come after this morning class ;6;5;5;5
begging my laptop ram to not give up on me and the stuff im editing;5;0;5;5
I feel like doing a massive fursona (and general) loredump today at some poing, feels like I haven't really elaborated on anything in that regard;7;0;7;7
Now playing on Digital Dope Radio: Worst Day (Clean) by Future! Tune in now.;4;2;2;2
i've done all my work in lesson and now i have nothing to do until 5pm..;7;6;6;6
ran out of bread so no peanut butter sandwich for last hour but i can make coffee;4;3;3;3
can't wait to get home and eat the biggest slice of birthday cake;5;6;6;6
I don't feel like being a team player this morning;5;6;5;5
I wish my man can put me in his pocket all day;0;7;0;0
A monster must drink today cuz I need some pep in my step;6;7;6;6
i got something for youu if you want itt;3;0;3;3
I'm feeling a bit better today luckily. I'm debating what to stream this week.;7;9;9;9
i cracked my phone and now all I'm getting sent is cracked phone memes help me;6;4;4;4
I can't forget the valo games last night... me having/giving comms AH~ hearing them beautiful voices AH~ I can't I was having to much fun;7;0;0;0
Sunday it was 87deg, today it's snowing Thursday it's supposed to be 70deg and 80deg by Saturday..... hang in there it's going to get better. Go Bills ;8;9;9;9
